seed,cam1,cam2,cam3,cam4,cam5,cam6,cam7,cam8,cam9,cam10,cam11,cam12,cam13,cam14,cam15,cam16,cam17,cam18,cam19,cam20,cam21,cam22,cam23,cam24,cam25,cam26,cam27,cam28,cam29,cam30,cam31,cam32,sim_duration,avg_travel_time,vehicles_spawned,tier1,tier2,tier3,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
187750,16,48,17,10,7,28,43,44,7,22,0,14,38,31,18,35,31,47,41,34,49,47,25,16,23,46,50,48,15,41,19,41,132.55,30.92,951,1.43,1.05,0.8,2.96,4.88,3.02,2.6,2.42,3.68,4.58,4.64,2.42,3.32,2.0,2.84,4.28,3.86,3.08,4.1
377748,49,49,16,50,39,28,50,27,0,0,38,25,43,33,15,16,40,12,32,47,33,19,25,38,6,26,50,47,32,6,37,49,95.29,32.4,977,1.37,0.69,0.56,4.94,4.94,2.96,5.0,4.34,3.68,5.0,3.62,2.0,2.0,4.28,3.5,4.58,3.98,2.9,2.96
276475,38,42,0,49,50,17,40,23,29,12,15,45,2,37,19,10,34,21,39,6,20,12,23,44,30,12,6,46,3,3,23,22,102.15,25.19,772,1.16,0.73,0.57,4.28,4.52,2.0,4.94,5.0,3.02,4.4,3.38,3.74,2.72,2.9,4.7,2.12,4.22,3.14,2.6
842112,43,5,27,17,50,20,37,10,34,23,5,32,3,18,28,32,26,49,26,26,50,38,33,47,3,49,34,29,41,33,9,40,147.53,29.38,917,0.51,1.31,1.09,4.58,2.3,3.62,3.02,5.0,3.2,4.22,2.6,4.04,3.38,2.3,3.92,2.18,3.08,3.68,3.92
280166,48,43,15,1,42,33,6,45,42,21,23,24,6,21,14,44,46,32,10,39,35,15,20,0,23,47,46,31,34,35,35,33,118.46,30.02,909,0.94,1.28,0.93,4.88,4.58,2.9,2.06,4.52,3.98,2.36,4.7,4.52,3.26,3.38,3.44,2.36,3.26,2.84,4.64
676691,43,43,6,15,12,48,17,39,8,50,0,42,16,18,41,2,43,37,5,29,0,19,5,27,20,50,44,38,46,3,22,19,93.81,25.5,807,1.16,1.35,0.87,4.58,4.58,2.36,2.9,2.72,4.88,3.02,4.34,2.48,5.0,2.0,4.52,2.96,3.08,4.46,2.12
962714,28,48,8,43,22,35,24,25,42,36,2,4,47,5,49,24,11,22,43,31,13,27,21,50,37,47,40,37,2,49,3,38,143.26,28.94,913,0.52,0.52,0.94,3.68,4.88,2.48,4.58,3.32,4.1,3.44,3.5,4.52,4.16,2.12,2.24,4.82,2.3,4.94,3.44
401542,27,44,43,30,23,17,3,30,13,32,38,14,41,39,20,7,4,27,22,17,30,25,11,18,42,27,1,4,24,40,21,7,147.37,23.42,741,1.21,0.77,1.38,3.62,4.64,4.58,3.8,3.38,3.02,2.18,3.8,2.78,3.92,4.28,2.84,4.46,4.34,3.2,2.42
509275,30,11,27,2,42,21,25,31,10,38,43,41,41,32,44,29,21,45,38,12,35,9,15,45,32,27,28,19,32,20,2,49,101.7,29.74,896,1.27,1.13,1.1,3.8,2.66,3.62,2.12,4.52,3.26,3.5,3.86,2.6,4.28,4.58,4.46,4.46,3.92,4.64,3.74
558204,24,6,34,15,5,20,6,15,9,26,23,49,24,26,26,28,24,46,29,50,29,23,34,26,47,12,44,0,26,36,41,16,144.31,26.85,819,0.98,1.08,1.04,3.44,2.36,4.04,2.9,2.3,3.2,2.36,2.9,2.54,3.56,3.38,4.94,3.44,3.56,3.56,3.68
397412,4,33,18,14,28,33,16,29,21,17,39,37,46,34,42,41,28,7,8,48,36,30,36,34,28,37,16,38,38,44,28,41,126.29,30.46,949,0.85,0.73,0.74,2.24,3.98,3.08,2.84,3.68,3.98,2.96,3.74,3.26,3.02,4.34,4.22,4.76,4.04,4.52,4.46
741521,7,38,26,12,2,29,24,49,49,46,45,31,38,19,44,27,14,49,49,20,40,37,28,12,24,8,12,25,27,14,2,28,114.21,27.99,875,1.29,0.53,0.91,2.42,4.28,3.56,2.72,2.12,3.74,3.44,4.94,4.94,4.76,4.7,3.86,4.28,3.14,4.64,3.62
844581,49,17,44,34,3,22,15,44,37,46,15,38,15,16,46,6,8,9,31,49,29,26,13,34,44,36,18,21,41,21,6,47,144.54,28.85,880,1.41,1.2,1.01,4.94,3.02,4.64,4.04,2.18,3.32,2.9,4.64,4.22,4.76,2.9,4.28,2.9,2.96,4.76,2.36
800487,33,15,45,39,0,45,26,34,19,31,44,29,7,33,3,44,1,31,40,19,3,32,18,48,28,43,10,0,27,12,46,18,117.47,27.41,823,1.05,1.35,1.43,3.98,2.9,4.7,4.34,2.0,4.7,3.56,4.04,3.14,3.86,4.64,3.74,2.42,3.98,2.18,4.64
611528,28,47,10,17,12,11,18,9,5,46,2,47,2,5,45,49,15,22,24,28,47,36,37,14,26,36,35,33,11,39,20,27,96.39,26.19,803,0.59,0.95,0.65,3.68,4.82,2.6,3.02,2.72,2.66,3.08,2.54,2.3,4.76,2.12,4.82,2.12,2.3,4.7,4.94
729010,25,6,4,49,45,45,35,22,23,40,33,13,27,4,35,26,46,26,36,34,43,37,33,22,38,48,2,21,19,40,44,7,146.87,29.84,928,0.98,1.27,0.57,3.5,2.36,2.24,4.94,4.7,4.7,4.1,3.32,3.38,4.4,3.98,2.78,3.62,2.24,4.1,3.56
955117,45,32,47,15,28,15,47,36,8,20,26,35,50,46,17,46,29,33,7,5,35,28,3,48,34,32,7,48,5,49,4,12,134.45,28.46,892,0.78,1.47,1.21,4.7,3.92,4.82,2.9,3.68,2.9,4.82,4.16,2.48,3.2,3.56,4.1,5.0,4.76,3.02,4.76
225041,28,32,46,28,40,30,0,4,42,32,45,5,11,15,9,31,23,13,49,19,22,0,6,38,35,18,2,31,43,20,44,29,137.99,25.83,790,0.72,1.24,1.33,3.68,3.92,4.76,3.68,4.4,3.8,2.0,2.24,4.52,3.92,4.7,2.3,2.66,2.9,2.54,3.86
724405,31,50,22,36,37,9,8,41,36,8,10,32,10,40,27,44,11,31,48,4,20,37,22,13,13,19,15,21,31,1,6,47,156.48,24.74,780,1.31,0.6,1.33,3.86,5.0,3.32,4.16,4.22,2.54,2.48,4.46,4.16,2.48,2.6,3.92,2.6,4.4,3.62,4.64
871805,44,30,46,6,10,47,19,44,35,27,3,41,39,42,2,3,5,42,24,7,31,45,15,20,27,4,46,15,26,31,24,15,134.37,27.39,815,0.59,1.38,0.73,4.64,3.8,4.76,2.36,2.6,4.82,3.14,4.64,4.1,3.62,2.18,4.46,4.34,4.52,2.12,2.18
705121,30,38,43,17,33,30,12,38,48,43,41,14,22,4,50,5,28,36,40,35,12,1,32,37,23,19,17,29,19,22,40,21,86.54,29.45,879,0.86,1.31,0.85,3.8,4.28,4.58,3.02,3.98,3.8,2.72,4.28,4.88,4.58,4.46,2.84,3.32,2.24,5.0,2.3
28799,5,30,10,45,16,29,40,6,42,7,1,42,3,12,47,29,44,47,33,19,19,12,5,3,33,49,18,37,28,7,6,39,88.82,24.76,763,0.87,1.05,1.16,2.3,3.8,2.6,4.7,2.96,3.74,4.4,2.36,4.52,2.42,2.06,4.52,2.18,2.72,4.82,3.74
108366,33,5,49,5,47,50,42,16,20,44,39,10,7,7,37,37,34,40,40,10,17,11,30,47,46,40,13,7,25,42,30,16,86.94,28.8,896,1.35,0.68,1.03,3.98,2.3,4.94,2.3,4.82,5.0,4.52,2.96,3.2,4.64,4.34,2.6,2.42,2.42,4.22,4.22
320659,50,34,9,41,47,33,47,11,40,22,7,0,47,11,13,7,37,45,49,27,46,31,31,0,13,45,31,10,35,14,36,0,127.17,28.22,869,0.91,0.65,0.78,5.0,4.04,2.54,4.46,4.82,3.98,4.82,2.66,4.4,3.32,2.42,2.0,4.82,2.66,2.78,2.42
838032,18,44,47,34,44,15,33,18,43,32,8,15,1,43,17,28,0,38,36,21,46,50,36,35,45,28,37,4,4,38,46,22,96.1,30.45,926,1.45,0.57,1.05,3.08,4.64,4.82,4.04,4.64,2.9,3.98,3.08,4.58,3.92,2.48,2.9,2.06,4.58,3.02,3.68
474845,23,31,43,34,49,13,27,5,44,28,29,49,43,46,22,29,27,6,27,2,48,25,49,9,28,44,45,2,8,10,4,42,139.7,29.4,891,0.63,0.99,0.7,3.38,3.86,4.58,4.04,4.94,2.78,3.62,2.3,4.64,3.68,3.74,4.94,4.58,4.76,3.32,3.74
973327,1,30,10,24,36,46,30,30,41,8,33,1,45,20,25,17,33,20,45,26,14,1,10,49,40,22,41,27,40,48,24,1,80.31,28.1,838,0.64,1.3,0.52,2.06,3.8,2.6,3.44,4.16,4.76,3.8,3.8,4.46,2.48,3.98,2.06,4.7,3.2,3.5,3.02
862184,42,46,19,45,12,14,1,30,34,23,36,27,50,20,49,42,37,37,10,7,1,22,31,39,39,39,17,14,28,42,22,33,126.77,28.69,908,0.8,1.04,1.16,4.52,4.76,3.14,4.7,2.72,2.84,2.06,3.8,4.04,3.38,4.16,3.62,5.0,3.2,4.94,4.52
705374,42,18,40,1,12,7,30,19,1,3,13,44,39,40,24,3,40,31,2,48,23,40,4,5,30,42,0,26,13,32,12,28,83.51,23.16,712,0.91,0.54,0.55,4.52,3.08,4.4,2.06,2.72,2.42,3.8,3.14,2.06,2.18,2.78,4.64,4.34,4.4,3.44,2.18
82202,14,30,17,47,15,36,23,24,17,27,4,36,44,33,12,26,14,25,39,34,37,48,29,33,29,15,13,8,14,33,14,33,155.23,26.06,823,0.98,1.04,1.35,2.84,3.8,3.02,4.82,2.9,4.16,3.38,3.44,3.02,3.62,2.24,4.16,4.64,3.98,2.72,3.56
898205,19,32,30,22,12,19,23,31,46,30,6,36,4,34,12,47,4,49,29,46,8,4,41,47,50,18,27,26,32,4,44,18,95.86,27.13,850,0.65,1.25,0.81,3.14,3.92,3.8,3.32,2.72,3.14,3.38,3.86,4.76,3.8,2.36,4.16,2.24,4.04,2.72,4.82
810426,28,14,3,37,30,20,28,41,0,18,3,14,43,37,13,24,15,31,6,41,14,17,35,42,4,44,20,37,46,4,25,39,92.05,24.4,773,0.96,1.37,1.22,3.68,2.84,2.18,4.22,3.8,3.2,3.68,4.46,2.0,3.08,2.18,2.84,4.58,4.22,2.78,3.44
628825,12,23,31,21,27,4,31,26,36,50,37,8,12,17,16,49,23,38,20,34,12,43,44,19,40,1,3,28,11,10,4,35,109.43,24.36,765,1.43,1.08,0.6,2.72,3.38,3.86,3.26,3.62,2.24,3.86,3.56,4.16,5.0,4.22,2.48,2.72,3.02,2.96,4.94
538537,15,13,42,8,37,44,11,13,14,36,40,11,1,26,33,36,30,43,35,44,41,6,46,32,25,13,47,21,50,2,33,42,107.79,28.84,890,0.83,0.75,1.34,2.9,2.78,4.52,2.48,4.22,4.64,2.66,2.78,2.84,4.16,4.4,2.66,2.06,3.56,3.98,4.16
30633,43,42,33,35,46,31,12,3,15,2,49,20,21,19,0,31,20,23,13,29,9,48,17,2,1,28,2,6,2,8,24,1,97.8,20.37,635,0.83,0.67,0.87,4.58,4.52,3.98,4.1,4.76,3.86,2.72,2.18,2.9,2.12,4.94,3.2,3.26,3.14,2.0,3.86
78227,17,38,21,25,8,48,29,37,32,22,11,19,43,18,13,22,49,33,8,28,47,24,35,42,48,39,14,26,11,31,26,49,102.53,30.32,913,1.22,0.57,0.83,3.02,4.28,3.26,3.5,2.48,4.88,3.74,4.22,3.92,3.32,2.66,3.14,4.58,3.08,2.78,3.32
80211,21,46,1,49,13,8,21,17,33,45,17,30,22,7,28,49,5,3,26,13,46,34,23,31,43,36,26,48,16,15,21,14,114.44,26.75,807,0.68,0.66,0.78,3.26,4.76,2.06,4.94,2.78,2.48,3.26,3.02,3.98,4.7,3.02,3.8,3.32,2.42,3.68,4.94
198306,16,36,35,43,36,39,28,47,11,32,39,24,4,36,40,30,44,42,25,30,19,36,12,29,46,14,31,12,1,44,22,13,151.94,30.37,916,0.76,1.02,1.02,2.96,4.16,4.1,4.58,4.16,4.34,3.68,4.82,2.66,3.92,4.34,3.44,2.24,4.16,4.4,3.8
123585,40,33,21,13,44,14,31,11,42,33,7,21,4,17,50,7,44,19,44,22,9,17,45,24,37,19,25,24,37,9,2,20,119.92,25.65,785,0.7,0.7,1.38,4.4,3.98,3.26,2.78,4.64,2.84,3.86,2.66,4.52,3.98,2.42,3.26,2.24,3.02,5.0,2.42
893186,42,10,21,24,33,38,39,22,0,21,26,7,43,6,24,22,31,34,38,22,34,9,45,5,18,1,45,39,41,28,7,1,115.96,24.87,776,1.03,0.65,0.97,4.52,2.6,3.26,3.44,3.98,4.28,4.34,3.32,2.0,3.26,3.56,2.42,4.58,2.36,3.44,3.32
990693,27,24,29,29,40,50,36,5,13,23,45,28,2,36,18,46,16,11,19,14,18,34,17,44,15,18,8,20,12,18,41,27,90.23,25.44,783,1.08,1.37,1.43,3.62,3.44,3.74,3.74,4.4,5.0,4.16,2.3,2.78,3.38,4.7,3.68,2.12,4.16,3.08,4.76
396657,27,2,44,10,46,39,17,14,48,36,0,4,25,13,28,16,14,0,40,26,20,47,28,19,0,19,50,41,44,15,14,50,144.32,25.53,796,0.5,1.29,1.39,3.62,2.12,4.64,2.6,4.76,4.34,3.02,2.84,4.88,4.16,2.0,2.24,3.5,2.78,3.68,2.96
881872,38,2,22,49,13,15,20,18,11,41,27,21,13,18,14,14,27,22,28,27,47,19,19,7,2,25,6,21,21,24,11,28,140.09,21.45,670,1.28,1.45,0.75,4.28,2.12,3.32,4.94,2.78,2.9,3.2,3.08,2.66,4.46,3.62,3.26,2.78,3.08,2.84,2.84
466280,32,21,7,38,31,13,50,38,7,11,24,31,8,22,33,25,25,23,11,5,27,21,41,5,2,13,6,29,26,8,4,42,134.72,22.54,679,0.87,1.39,1.15,3.92,3.26,2.42,4.28,3.86,2.78,5.0,4.28,2.42,2.66,3.44,3.86,2.48,3.32,3.98,3.5
803404,49,11,40,1,16,8,42,34,25,1,1,34,27,1,11,45,2,27,45,20,35,23,24,47,26,28,8,13,42,14,3,11,130.71,23.18,714,1.24,1.25,1.21,4.94,2.66,4.4,2.06,2.96,2.48,4.52,4.04,3.5,2.06,2.06,4.04,3.62,2.06,2.66,4.7
933748,28,45,7,4,15,20,20,25,0,33,24,17,13,40,27,23,15,3,45,22,2,2,0,19,21,32,22,14,17,47,18,19,110.04,21.25,639,1.2,1.42,0.75,3.68,4.7,2.42,2.24,2.9,3.2,3.2,3.5,2.0,3.98,3.44,3.02,2.78,4.4,3.62,3.38
896286,32,5,30,45,50,33,24,12,40,22,9,5,35,42,1,12,45,22,6,50,10,39,18,14,26,8,47,18,38,46,2,22,137.22,26.42,808,0.82,1.46,1.4,3.92,2.3,3.8,4.7,5.0,3.98,3.44,2.72,4.4,3.32,2.54,2.3,4.1,4.52,2.06,2.72
972701,50,30,33,50,10,22,34,25,21,36,0,29,20,19,28,32,2,20,38,20,50,18,39,27,18,8,50,22,10,22,18,23,152.37,26.45,824,0.67,0.98,1.03,5.0,3.8,3.98,5.0,2.6,3.32,4.04,3.5,3.26,4.16,2.0,3.74,3.2,3.14,3.68,3.92
581913,17,19,22,27,5,4,16,3,49,22,9,10,21,37,43,33,3,44,36,13,13,24,33,10,27,34,4,5,14,2,19,26,80.74,20.57,644,1.1,0.89,0.67,3.02,3.14,3.32,3.62,2.3,2.24,2.96,2.18,4.94,3.32,2.54,2.6,3.26,4.22,4.58,3.98
920451,41,41,39,26,32,24,36,5,31,43,27,23,13,6,14,3,29,20,5,22,46,50,38,20,47,20,23,0,4,15,41,27,130.94,26.26,811,1.16,0.81,1.31,4.46,4.46,4.34,3.56,3.92,3.44,4.16,2.3,3.86,4.58,3.62,3.38,2.78,2.36,2.84,2.18
916914,31,15,42,38,34,49,12,37,48,48,1,20,38,47,50,19,22,9,50,18,44,13,10,22,21,1,8,19,36,7,14,34,133.71,27.71,857,0.53,0.82,0.62,3.86,2.9,4.52,4.28,4.04,4.94,2.72,4.22,4.88,4.88,2.06,3.2,4.28,4.82,5.0,3.14
391326,32,3,34,39,3,20,49,44,22,23,9,21,49,41,33,2,25,22,43,20,0,8,22,17,8,44,19,27,23,5,29,22,108.58,24.95,758,1.1,0.92,0.92,3.92,2.18,4.04,4.34,2.18,3.2,4.94,4.64,3.32,3.38,2.54,3.26,4.94,4.46,3.98,2.12
27182,20,38,5,27,39,26,0,10,49,4,14,46,40,6,7,27,31,42,29,39,31,27,50,25,9,16,12,33,48,44,47,19,136.34,27.17,860,1.24,1.09,1.09,3.2,4.28,2.3,3.62,4.34,3.56,2.0,2.6,4.94,2.24,2.84,4.76,4.4,2.36,2.42,3.62
461903,20,49,41,8,2,50,20,46,49,23,7,12,20,1,36,7,3,36,14,33,41,27,35,21,39,10,40,23,20,33,6,39,145.42,25.98,811,1.18,0.65,0.98,3.2,4.94,4.46,2.48,2.12,5.0,3.2,4.76,4.94,3.38,2.42,2.72,3.2,2.06,4.16,2.42
176850,10,22,29,6,8,12,4,38,38,44,33,40,16,30,26,36,45,45,2,13,41,48,41,41,31,21,8,38,24,33,17,14,110.0,27.9,854,0.98,1.09,0.99,2.6,3.32,3.74,2.36,2.48,2.72,2.24,4.28,4.28,4.64,3.98,4.4,2.96,3.8,3.56,4.16
602696,36,17,17,4,17,43,30,37,20,43,18,39,36,42,31,50,0,6,12,26,19,48,11,3,42,13,3,23,50,45,29,3,143.85,26.08,813,0.51,0.96,0.9,4.16,3.02,3.02,2.24,3.02,4.58,3.8,4.22,3.2,4.58,3.08,4.34,4.16,4.52,3.86,5.0
882670,39,44,7,47,46,30,47,46,2,7,30,36,25,10,50,49,10,25,32,39,13,38,38,35,50,9,16,49,36,35,45,3,155.23,31.35,988,0.74,1.03,0.54,4.34,4.64,2.42,4.82,4.76,3.8,4.82,4.76,2.12,2.42,3.8,4.16,3.5,2.6,5.0,4.94
671832,25,4,0,33,2,15,1,40,19,13,19,29,40,15,5,41,1,34,49,11,42,49,21,44,13,23,33,21,16,18,12,12,157.02,23.19,700,1.15,0.84,1.49,3.5,2.24,2.0,3.98,2.12,2.9,2.06,4.4,3.14,2.78,3.14,3.74,4.4,2.9,2.3,4.46
109919,30,17,36,19,44,29,6,25,49,33,39,20,38,15,4,5,32,37,32,6,25,18,11,12,50,14,3,3,8,18,1,22,133.66,22.89,701,0.99,0.96,1.36,3.8,3.02,4.16,3.14,4.64,3.74,2.36,3.5,4.94,3.98,4.34,3.2,4.28,2.9,2.24,2.3
829331,28,5,47,49,8,11,40,37,50,44,23,35,37,2,23,46,26,27,48,4,22,40,49,8,40,26,21,49,30,40,2,34,136.21,31.17,951,0.81,0.82,1.29,3.68,2.3,4.82,4.94,2.48,2.66,4.4,4.22,5.0,4.64,3.38,4.1,4.22,2.12,3.38,4.76
100145,7,50,26,26,47,13,13,39,9,19,12,2,43,10,5,14,0,46,6,39,0,34,44,19,14,21,28,39,19,14,45,34,133.65,23.45,737,0.9,1.34,1.31,2.42,5.0,3.56,3.56,4.82,2.78,2.78,4.34,2.54,3.14,2.72,2.12,4.58,2.6,2.3,2.84
184063,42,26,30,27,24,2,13,49,36,34,2,20,28,37,27,30,18,48,42,37,0,3,44,8,25,46,43,13,35,25,21,21,152.72,27.76,856,1.01,1.23,0.71,4.52,3.56,3.8,3.62,3.44,2.12,2.78,4.94,4.16,4.04,2.12,3.2,3.68,4.22,3.62,3.8
814020,24,14,18,25,12,17,6,21,7,11,12,47,36,31,22,11,3,30,27,4,41,4,32,5,39,10,29,14,14,20,7,4,131.36,20.59,597,1.5,1.01,0.57,3.44,2.84,3.08,3.5,2.72,3.02,2.36,3.26,2.42,2.66,2.72,4.82,4.16,3.86,3.32,2.66
318044,48,9,11,18,9,24,50,22,2,4,25,7,44,23,47,25,1,24,20,40,10,16,4,50,46,47,36,0,34,3,7,49,140.6,25.29,755,0.96,1.03,1.31,4.88,2.54,2.66,3.08,2.54,3.44,5.0,3.32,2.12,2.24,3.5,2.42,4.64,3.38,4.82,3.5
383798,3,36,43,17,48,13,41,20,23,19,39,2,2,48,12,8,10,28,24,40,18,0,20,31,45,30,34,31,40,19,38,36,89.56,27.55,818,1.32,1.15,0.85,2.18,4.16,4.58,3.02,4.88,2.78,4.46,3.2,3.38,3.14,4.34,2.12,2.12,4.88,2.72,2.48
648322,28,10,10,18,7,37,44,46,30,25,21,4,32,30,3,50,46,20,7,28,17,5,11,7,15,4,43,40,18,31,3,31,86.46,24.36,721,1.5,1.03,1.29,3.68,2.6,2.6,3.08,2.42,4.22,4.64,4.76,3.8,3.5,3.26,2.24,3.92,3.8,2.18,5.0
793925,24,36,5,18,44,39,3,21,5,43,11,33,49,23,36,1,6,12,26,29,45,17,5,1,42,12,32,11,13,5,29,25,84.05,22.93,701,1.04,0.55,0.99,3.44,4.16,2.3,3.08,4.64,4.34,2.18,3.26,2.3,4.58,2.66,3.98,4.94,3.38,4.16,2.06
516267,40,17,40,5,30,44,49,49,36,19,48,8,37,44,43,8,13,0,37,24,29,19,16,2,25,19,27,36,35,13,11,11,141.52,26.18,834,1.24,0.73,1.3,4.4,3.02,4.4,2.3,3.8,4.64,4.94,4.94,4.16,3.14,4.88,2.48,4.22,4.64,4.58,2.48
329737,41,42,49,36,44,2,2,12,11,44,5,38,5,34,10,5,30,37,2,40,12,20,26,43,2,2,7,2,29,20,9,21,120.37,22.02,682,0.51,0.74,1.21,4.46,4.52,4.94,4.16,4.64,2.12,2.12,2.72,2.66,4.64,2.3,4.28,2.3,4.04,2.6,2.3
624915,40,23,45,0,42,20,8,22,39,19,32,12,25,1,12,16,10,13,36,10,31,33,48,32,33,50,44,20,5,26,38,19,157.3,25.84,804,0.6,0.64,0.73,4.4,3.38,4.7,2.0,4.52,3.2,2.48,3.32,4.34,3.14,3.92,2.72,3.5,2.06,2.72,2.96
373559,2,31,3,2,15,44,43,15,13,7,14,29,0,2,5,31,10,35,13,41,41,50,46,20,10,39,44,38,33,0,49,5,147.02,24.1,730,1.37,1.01,0.96,2.12,3.86,2.18,2.12,2.9,4.64,4.58,2.9,2.78,2.42,2.84,3.74,2.0,2.12,2.3,3.86
640008,7,31,3,47,27,49,44,31,7,48,30,16,34,14,29,10,22,35,31,8,33,47,35,47,10,36,11,5,41,7,45,7,144.29,27.98,847,1.11,0.84,1.15,2.42,3.86,2.18,4.82,3.62,4.94,4.64,3.86,2.42,4.88,3.8,2.96,4.04,2.84,3.74,2.6
199289,48,28,42,30,7,35,38,8,28,13,29,34,34,42,16,31,8,43,49,9,19,18,42,25,46,16,50,37,18,16,36,2,99.59,29.89,897,1.18,1.12,0.98,4.88,3.68,4.52,3.8,2.42,4.1,4.28,2.48,3.68,2.78,3.74,4.04,4.04,4.52,2.96,3.86
566335,43,14,44,35,22,32,13,40,46,28,10,2,25,7,16,34,1,33,9,17,10,11,2,36,9,29,40,26,19,30,43,21,113.89,24.23,747,0.86,1.45,1.02,4.58,2.84,4.64,4.1,3.32,3.92,2.78,4.4,4.76,3.68,2.6,2.12,3.5,2.42,2.96,4.04
712480,4,46,2,40,41,17,32,4,30,13,1,0,43,32,23,43,43,26,46,34,18,29,27,39,29,28,42,39,22,47,33,38,121.44,29.45,911,1.06,0.54,0.99,2.24,4.76,2.12,4.4,4.46,3.02,3.92,2.24,3.8,2.78,2.06,2.0,4.58,3.92,3.38,4.58
747152,31,42,4,25,30,37,28,49,28,24,37,23,11,13,30,33,22,39,6,4,19,14,45,2,30,14,1,5,34,12,22,49,100.8,25.04,763,0.77,0.67,1.2,3.86,4.52,2.24,3.5,3.8,4.22,3.68,4.94,3.68,3.44,4.22,3.38,2.66,2.78,3.8,3.98
875722,2,0,29,13,14,21,18,4,33,42,5,38,37,29,8,38,32,2,46,12,46,35,20,49,22,5,19,34,39,22,44,37,145.97,24.99,795,1.25,1.21,0.93,2.12,2.0,3.74,2.78,2.84,3.26,3.08,2.24,3.98,4.52,2.3,4.28,4.22,3.74,2.48,4.28
372186,36,5,30,49,26,16,20,37,10,29,12,16,23,0,36,46,14,43,43,29,16,3,26,28,14,4,50,10,7,10,24,50,158.19,24.24,762,1.37,0.68,0.66,4.16,2.3,3.8,4.94,3.56,2.96,3.2,4.22,2.6,3.74,2.72,2.96,3.38,2.0,4.16,4.76
508582,35,7,25,38,18,25,4,19,37,30,7,23,21,23,15,36,33,1,38,40,34,45,4,19,9,41,9,8,39,26,19,26,138.19,24.62,754,0.67,0.59,0.75,4.1,2.42,3.5,4.28,3.08,3.5,2.24,3.14,4.22,3.8,2.42,3.38,3.26,3.38,2.9,4.16
896192,30,36,15,49,30,15,39,49,19,46,45,39,31,25,0,42,18,16,35,27,6,40,23,24,43,36,6,46,48,26,33,41,96.2,32.06,978,0.93,1.38,1.22,3.8,4.16,2.9,4.94,3.8,2.9,4.34,4.94,3.14,4.76,4.7,4.34,3.86,3.5,2.0,4.52
784551,26,40,18,26,23,34,0,36,24,14,1,43,24,37,23,9,35,34,3,14,37,3,8,23,11,48,14,30,25,46,11,3,83.04,24.14,723,0.9,1.37,0.73,3.56,4.4,3.08,3.56,3.38,4.04,2.0,4.16,3.44,2.84,2.06,4.58,3.44,4.22,3.38,2.54
139425,38,38,32,31,11,48,4,10,8,2,35,39,23,42,32,22,13,36,7,31,35,48,25,38,48,33,27,11,6,36,14,38,132.98,27.04,861,0.9,1.32,0.75,4.28,4.28,3.92,3.86,2.66,4.88,2.24,2.6,2.48,2.12,4.1,4.34,3.38,4.52,3.92,3.32
552794,35,6,0,26,37,18,41,9,14,42,3,18,15,1,42,15,45,33,8,4,39,14,29,21,40,24,19,50,17,41,4,15,158.52,24.2,725,1.16,0.53,0.59,4.1,2.36,2.0,3.56,4.22,3.08,4.46,2.54,2.84,4.52,2.18,3.08,2.9,2.06,4.52,2.9
842806,39,23,38,36,24,45,47,15,3,43,47,43,10,31,11,12,48,11,22,15,48,7,0,38,33,18,13,4,25,31,10,16,158.48,26.86,806,1.2,0.55,1.01,4.34,3.38,4.28,4.16,3.44,4.7,4.82,2.9,2.18,4.58,4.82,4.58,2.6,3.86,2.66,2.72
859850,7,50,14,25,40,44,12,18,41,27,22,2,1,16,46,50,47,2,21,19,2,6,44,48,25,16,25,25,42,39,43,20,119.58,27.31,839,0.67,0.52,0.65,2.42,5.0,2.84,3.5,4.4,4.64,2.72,3.08,4.46,3.62,3.32,2.12,2.06,2.96,4.76,5.0
749624,42,18,6,11,0,41,2,36,7,26,31,0,1,26,8,49,49,46,29,5,6,33,9,45,13,11,15,7,14,32,35,6,134.79,22.25,659,0.63,1.46,1.05,4.52,3.08,2.36,2.66,2.0,4.46,2.12,4.16,2.42,3.56,3.86,2.0,2.06,3.56,2.48,4.94
91751,47,18,5,40,17,39,38,7,50,4,16,3,4,35,11,25,48,30,29,22,46,36,29,13,20,25,31,2,1,25,32,43,123.33,25.74,791,0.66,0.53,1.36,4.82,3.08,2.3,4.4,3.02,4.34,4.28,2.42,5.0,2.24,2.96,2.18,2.24,4.1,2.66,3.5
460132,13,22,6,16,4,20,1,12,32,48,46,15,3,16,41,15,47,12,6,38,2,35,45,6,27,24,6,19,13,15,32,49,127.39,21.79,686,1.38,1.2,0.66,2.78,3.32,2.36,2.96,2.24,3.2,2.06,2.72,3.92,4.88,4.76,2.9,2.18,2.96,4.46,2.9
368211,50,14,28,22,23,7,0,17,8,24,3,28,10,44,44,41,25,42,7,15,8,34,24,49,15,13,26,14,19,36,40,23,134.13,24.16,753,0.77,0.9,1.26,5.0,2.84,3.68,3.32,3.38,2.42,2.0,3.02,2.48,3.44,2.18,3.68,2.6,4.64,4.64,4.46
175212,30,32,48,42,4,21,9,22,48,43,15,40,12,9,25,46,47,8,43,29,46,43,2,48,24,38,41,32,50,12,8,32,93.14,30.41,949,1.36,0.51,1.08,3.8,3.92,4.88,4.52,2.24,3.26,2.54,3.32,4.88,4.58,2.9,4.4,2.72,2.54,3.5,4.76
